CVE,CVSS3,EPSS,EPSS Percentile,Description,Vendor,Product
CVE-2013-3900,5.5,0.80228,0.99078,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,Microsoft,WinVerifyTrust function
CVE-2019-2725,9.8,0.9447,0.99997,Injection vulnerability in the Oracle WebLogic Server component of Oracle Fusion Middleware (subcomponent: Web Services).,Oracle,WebLogic Server
CVE-2019-9670,9.8,0.9443,0.99983,Synacor Zimbra Collaboration Suite (ZCS) contains an improper restriction of XML external entity (XXE) vulnerability in the mailboxd component.,Synacor,Zimbra Collaboration Suite (ZCS)
CVE-2018-13382,9.1,0.87043,0.99411,An Improper Authorization vulnerability in Fortinet FortiOS and FortiProxy under SSL VPN web portal allows an unauthenticated attacker to modify the password.,Fortinet,FortiOS and FortiProxy
CVE-2018-13383,4.3,0.01315,0.79405,A heap buffer overflow in Fortinet FortiOS and FortiProxy may cause the SSL VPN web service termination for logged in users.,Fortinet,FortiOS and FortiProxy
CVE-2019-1579,8.1,0.93028,0.99769,Remote Code Execution in PAN-OS with GlobalProtect Portal or GlobalProtect Gateway Interface enabled.,Palo Alto Networks,PAN-OS
CVE-2019-10149,9.8,0.93927,0.99869,Improper validation of recipient address in deliver_message() function in /src/deliver.c may lead to remote command execution.,Exim,Mail Transfer Agent (MTA)
CVE-2015-7450,9.8,0.93487,0.99811,"Serialized-object interfaces in certain IBM analytics, business solutions, cognitive, IT infrastructure, and mobile and social products allow remote attackers to execute arbitrary commands",IBM,WebSphere Application Server and Server Hypervisor Edition
CVE-2017-1000486,9.8,0.94035,0.9989,Primetek Primefaces is vulnerable to a weak encryption flaw resulting in remote code execution,Primetek,Primefaces Application
CVE-2019-7609,10.0,0.94446,0.9999,Kibana contain an arbitrary code execution flaw in the Timelion visualizer.,Elastic,Kibana
CVE-2021-27860,9.8,0.42561,0.97342,"A vulnerability in the web management interface of FatPipe WARP, IPVPN, and MPVPN software allows a remote, unauthenticated attacker to upload a file to any location on the filesystem.",FatPipe,"WARP, IPVPN, and MPVPN software"
CVE-2021-43890,7.1,0.12908,0.93818,"Microsoft Windows AppX Installer contains a spoofing vulnerability which has a high impacts to confidentiality, integrity, and availability.",Microsoft,Windows
CVE-2021-4102,8.8,0.05459,0.89902,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2021-44515,9.8,0.94311,0.99944,Zoho Desktop Central contains an authentication bypass vulnerability that could allow an attacker to execute arbitrary code in the Desktop Central MSP server.,Zoho,Desktop Central
CVE-2019-13272,7.8,0.79258,0.99028,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability that allows local users to obtain root access.,Linux,Kernel
CVE-2021-35394,9.8,0.9422,0.99919,RealTek Jungle SDK contains multiple memory corruption vulnerabilities which can allow an attacker to perform remote code execution.,Realtek,Jungle Software Development Kit (SDK)
CVE-2019-7238,9.8,0.94379,0.99964,Sonatype Nexus Repository Manager before 3.15.0 has an incorrect access control vulnerability. Exploitation allows for remote code execution.,Sonatype,Nexus Repository Manager
CVE-2019-0193,7.2,0.93202,0.99782,The optional Apache Solr module DataImportHandler contains a code injection vulnerability.,Apache,Solr
CVE-2021-44168,3.3,0.01431,0.80248,"Fortinet FortiOS ""execute restore src-vis"" downloads code without integrity checking, allowing an attacker to arbitrarily download files.",Fortinet,FortiOS
CVE-2017-17562,8.1,0.9403,0.99889,Embedthis GoAhead before 3.6.5 allows remote code execution if CGI is enabled and a CGI program is dynamically linked.,Embedthis,GoAhead
CVE-2017-12149,9.8,0.94294,0.99937,"The JBoss Application Server, shipped with Red Hat Enterprise Application Platform 5.2, allows an attacker to execute arbitrary code via crafted serialized data.",Red Hat,JBoss Application Server
CVE-2010-1871,8.8,0.93788,0.99846,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, allows attackers to perform remote code execution. This vulnerability can only be exploited when the Java Security Manager is not properly configured.",Red Hat,JBoss Seam 2
CVE-2020-17463,9.8,0.15269,0.94396,"FUEL CMS 1.4.7 allows SQL Injection via the col parameter to /pages/items, /permissions/items, or /navigation/items.",Fuel CMS,Fuel CMS
CVE-2020-8816,7.2,0.90775,0.99599,Pi-hole Web v4.3.2 (aka AdminLTE) allows Remote Code Execution by privileged dashboard users via a crafted DHCP static lease.,Pi-hole,AdminLTE
CVE-2019-10758,9.9,0.94062,0.99896,mongo-express before 0.54.0 is vulnerable to Remote Code Execution via endpoints that uses the `toBSON` method.,MongoDB,mongo-express
CVE-2021-44228,10.0,0.94358,0.99959,"Apache Log4j2 contains a vulnerability where JNDI features do not protect against attacker-controlled JNDI-related endpoints, allowing for remote code execution.",Apache,Log4j2
CVE-2020-11261,7.8,0.01197,0.7845,"Memory corruption due to improper check to return error when user application requests memory allocation of a huge size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables"
CVE-2018-14847,9.1,0.93645,0.99829,MikroTik RouterOS through 6.42 allows unauthenticated remote attackers to read arbitrary files and remote authenticated attackers to write arbitrary files due to a directory traversal vulnerability in the WinBox interface.,MikroTik,RouterOS
CVE-2021-37415,9.8,0.92323,0.99707,Zoho ManageEngine ServiceDesk Plus before 11302 is vulnerable to authentication bypass that allows a few REST-API URLs without authentication,Zoho,ManageEngine ServiceDesk Plus (SDP)
CVE-2021-40438,9.0,0.94432,0.99983,A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the remote user. This issue affects Apache HTTP Server 2.4.48 and earlier.,Apache,Apache
CVE-2021-44077,9.8,0.943,0.9994,"Zoho ManageEngine ServiceDesk Plus before 11306, ServiceDesk Plus MSP before 10530, and SupportCenter Plus before 11014 are vulnerable to unauthenticated remote code execution",Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus
CVE-2021-22204,6.8,0.92761,0.99745,Improper neutralization of user data in the DjVu file format in Exiftool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,Perl,Exiftool
CVE-2021-40449,7.8,0.91886,0.99675,Unspecified vulnerability allows for an authenticated user to escalate privileges.,Microsoft,Windows
CVE-2021-42321,8.8,0.92801,0.99751,An authenticated attacker could leverage improper validation in cmdlet arguments within Microsoft Exchange and perform remote code execution.,Microsoft,Exchange
CVE-2021-42292,7.8,0.19101,0.9513,A security feature bypass vulnerability in Microsoft Excel would allow a local user to perform arbitrary code execution.,Microsoft,Office
CVE-2021-27104,9.8,0.02442,0.84762,Accellion FTA contains an OS command injection vulnerability exploited via a crafted POST request to various admin endpoints.,Accellion,FTA
CVE-2021-27102,7.8,0.00337,0.56048,Accellion FTA contains an OS command injection vulnerability exploited via a local web service call.,Accellion,FTA
CVE-2021-27101,9.8,0.01047,0.7704,Accellion FTA contains a SQL injection vulnerability exploited via a crafted host header in a request to document_root.html.,Accellion,FTA
CVE-2021-27103,9.8,0.0213,0.83712,Accellion FTA contains a server-side request forgery (SSRF) vulnerability exploited via a crafted POST request to wmProgressstat.html.,Accellion,FTA
CVE-2021-21017,8.8,0.90641,0.99594,Acrobat Acrobat and Reader contain a heap-based buffer overflow vulnerability that could allow an unauthenticated attacker to achieve code execution in the context of the current user.,Adobe,Acrobat and Reader
CVE-2021-28550,8.8,0.14246,0.94172,Adobe Acrobat and Reader contains a use-after-free vulnerability that could allow an unauthenticated attacker to achieve code execution in the context of the current user.,Adobe,Acrobat and Reader
CVE-2018-4939,9.8,0.76955,0.98913,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that could allow for code execution.,Adobe,ColdFusion
CVE-2018-15961,9.8,0.94422,0.99979,Adobe ColdFusion contains an unrestricted file upload vulnerability that could allow for code execution.,Adobe,ColdFusion
CVE-2018-4878,7.8,0.93125,0.99777,Adobe Flash Player contains a use-after-free vulnerability that could allow for code execution.,Adobe,Flash Player
CVE-2020-5735,8.8,0.61634,0.98257,"Amcrest cameras and NVR contain a stack-based buffer overflow vulnerability through port 37777 that allows an unauthenticated, remote attacker to crash the device and possibly execute code.",Amcrest,Cameras and Network Video Recorder (NVR)
CVE-2019-2215,7.8,0.53343,0.97875,"Android Kernel contains a use-after-free vulnerability in binder.c that allows for privilege escalation from an application to the Linux Kernel. This vulnerability was observed chained with CVE-2020-0041 and CVE-2020-0069 under exploit chain ""AbstractEmu.""",Android,Android Kernel
CVE-2020-0041,7.8,0.21241,0.95486,"Android Kernel binder_transaction of binder.c contains an out-of-bounds write vulnerability due to an incorrect bounds check that could allow for local privilege escalation. This vulnerability was observed chained with CVE-2019-2215 and CVE-2020-0069 under exploit chain ""AbstractEmu.""",Android,Android Kernel
CVE-2020-0069,7.8,0.00708,0.71677,"Multiple MediaTek chipsets contain an insufficient input validation vulnerability and have missing SELinux restrictions in the Command Queue drivers ioctl handlers. This causes an out-of-bounds write leading to privilege escalation. This vulnerability was observed chained with CVE-2019-2215 and CVE-2020-0041 under exploit chain ""AbstractEmu.""",MediaTek,Multiple Chipsets
CVE-2017-9805,8.1,0.94322,0.99947,"Apache Struts REST Plugin uses an XStreamHandler with an instance of XStream for deserialization without any type filtering, which can lead to remote code execution when deserializing XML payloads.",Apache,Struts
CVE-2021-42013,9.8,0.9441,0.99975,Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default require all denied or if CGI scripts are enabled. This CVE ID resolves an incomplete patch for CVE-2021-41773.,Apache,HTTP Server
CVE-2021-41773,7.5,0.94377,0.99963,"Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default �require all denied� or if CGI scripts are enabled. The original patch issued under this CVE ID is insufficient, please review remediation information under CVE-2021-42013.",Apache,HTTP Server
CVE-2019-0211,7.8,0.89519,0.99529,"Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute code with the privileges of the parent process (usually root) by manipulating the scoreboard.",Apache,HTTP Server
CVE-2016-4437,9.8,0.94303,0.99941,"Apache Shiro contains a vulnerability which may allow remote attackers to execute code or bypass intended access restrictions via an unspecified request parameter when a cipher key has not been configured for the ""remember me"" feature.",Apache,Shiro
CVE-2019-17558,7.5,0.94454,0.99992,The Apache Solr VelocityResponseWriter plug-in contains an unspecified vulnerability which can allow for remote code execution.,Apache,Solr
CVE-2020-17530,9.8,0.94362,0.99959,"Forced Object-Graph Navigation Language (OGNL) evaluation in Apache Struts, when evaluated on raw user input in tag attributes, can lead to remote code execution.",Apache,Struts
CVE-2017-5638,9.8,0.94267,0.9993,"Apache Struts Jakarta Multipart parser allows for malicious file upload using the Content-Type value, leading to remote code execution.",Apache,Struts
CVE-2018-11776,8.1,0.94431,0.99983,"Apache Struts contains a vulnerability that allows for remote code execution under two circumstances. One, where the alwaysSelectFullNamespace option is true and the value isn't set for a result defined in underlying configurations and in same time, its upper package configuration have no or wildcard namespace.  Or, using URL tag which doesn't have value and action set and in same time, its upper package configuration have no or wildcard namespace.",Apache,Struts
CVE-2021-30858,8.8,0.00794,0.73463,"Apple iOS, iPadOS, and macOS WebKit contain a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,"iOS, iPadOS, and macOS"
CVE-2019-6223,7.5,0.00165,0.38072,Apple iOS and macOS Group FaceTime contains an unspecified vulnerability where the call initiator can cause the recipient's Apple device to answer unknowingly or without user interaction.,Apple,iOS and macOS
CVE-2021-30860,7.8,0.69529,0.98593,"Apple iOS, iPadOS, macOS, and watchOS CoreGraphics contain an integer overflow vulnerability which may allow code execution when processing a maliciously crafted PDF. The vulnerability is also known under the moniker of FORCEDENTRY.",Apple,Multiple Products
CVE-2020-27930,7.8,0.47173,0.97576,"Apple iOS, iPadOS, macOS, and watchOS FontParser contain a memory corruption vulnerability which may allow for code execution when processing maliciously crafted front.",Apple,Multiple Products
CVE-2021-30807,7.8,0.17401,0.94846,"Apple iOS, iPadOS, macOS, and watchOS IOMobileFrameBuffer contain a memory corruption vulnerability which may allow an application to execute code with kernel privileges.",Apple,Multiple Products
CVE-2020-27950,5.5,0.46919,0.97565,"Apple iOS, iPadOS, macOS, and watchOS contain a memory initialization vulnerability that may allow a malicious application to disclose kernel memory.",Apple,Multiple Products
CVE-2020-27932,7.8,0.113,0.93303,"Apple iOS, iPadOS, macOS, and watchOS contain a type confusion vulnerability that may allow a malicious application to execute code with kernel privileges.",Apple,Multiple Products
CVE-2020-9818,8.8,0.00252,0.48357,"Apple iOS, iPadOS, and watchOS Mail contains an out-of-bounds write vulnerability which may allow memory modification or application termination when processing a maliciously crafted mail message.",Apple,"iOS, iPadOS, and watchOS"
CVE-2020-9819,4.3,0.00196,0.41792,"Apple iOS, iPadOS, and watchOS Mail contains a memory corruption vulnerability that may allow heap corruption when processing a maliciously crafted mail message.",Apple,"iOS, iPadOS, and watchOS"
CVE-2021-30762,8.8,0.00049,0.15356,"Apple iOS WebKit contains a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,iOS
CVE-2021-1782,7.0,0.07901,0.91757,"Apple iOS, iPadOs, macOS, watchOS, and tvOS contain a race condition vulnerability that may allow a malicious application to elevate privileges.",Apple,Multiple Products
CVE-2021-1870,9.8,0.01151,0.78039,"Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,"iOS, iPadOS, and macOS"
CVE-2021-1871,9.8,0.00855,0.74467,"Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,"iOS, iPadOS, and macOS"
CVE-2021-1879,6.1,0.01942,0.82984,"Apple iOS, iPadOS, and watchOS WebKit contain an unspecified vulnerability that allows for universal cross-site scripting (XSS) when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,"iOS, iPadOS, and watchOS"
CVE-2021-30661,8.8,0.00157,0.37127,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit Storage contain a use-after-free vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,Multiple Products
CVE-2021-30666,8.8,0.01497,0.80692,"Apple iOS WebKit contains a buffer-overflow vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,iOS
CVE-2021-30713,7.8,0.00142,0.35008,"Apple macOS Transparency, Consent, and Control (TCC) contains an unspecified permissions issue which may allow a malicious application to bypass privacy preferences.",Apple,macOS
CVE-2021-30657,5.5,0.74324,0.98797,Apple macOS contains an unspecified logic issue in System Preferences that may allow a malicious application to bypass Gatekeeper checks.,Apple,macOS
CVE-2021-30665,8.8,0.00654,0.70359,"Apple iOS, iPadOS, macOS, watchOS, and tvOS WebKit contain a memory corruption vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,Multiple Products
CVE-2021-30663,8.8,0.01108,0.77636,"Apple iOS, iPadOS, macOS, tvOS, and Safari WebKit contain an integer overflow vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,Multiple Products
CVE-2021-30761,8.8,0.0037,0.58286,"Apple iOS WebKit contains a memory corruption vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apple,iOS
CVE-2021-30869,7.8,0.01997,0.83208,"Apple iOS, iPadOS, and macOS contain a type confusion vulnerability in the XNU which may allow a malicious application to execute code with kernel privileges.",Apple,"iOS, iPadOS, and macOS"
CVE-2020-9859,7.8,0.00168,0.38511,"Apple iOS, iPadOS, macOS, watchOS, and tvOS contain an unspecified vulnerability that may allow an application to execute code with kernel privileges.",Apple,Multiple Products
CVE-2021-20090,9.8,0.94401,0.99973,"Arcadyan Buffalo firmware contains a path traversal vulnerability that could allow unauthenticated, remote attackers to bypass authentication and access sensitive information. This vulnerability affects multiple routers across several different vendors.",Arcadyan,Buffalo Firmware
CVE-2021-27562,5.5,0.59458,0.98167,"Arm Trusted Firmware contains an out-of-bounds write vulnerability allowing the non-secure (NS) world to trigger a system halt, overwrite secure data, or print out secure data when calling secure functions under the non-secure processing environment (NSPE) handler mode. This vulnerability affects Yealink Device Management servers.",Arm,Trusted Firmware
CVE-2021-28664,8.8,0.00153,0.366,"Arm Mali Graphics Processing Unit (GPU) kernel driver contains an unspecified vulnerability that may allow a non-privileged user to gain write access to read-only memory, gain root privilege, corrupt memory, and modify the memory of other processes.",Arm,Mali Graphics Processing Unit (GPU)
CVE-2021-28663,8.8,0.02417,0.84696,"Arm Mali Graphics Processing Unit (GPU) kernel driver contains a use-after-free vulnerability that may allow a non-privileged user to make improper operations on GPU memory to gain root privilege, and/or disclose information.",Arm,Mali Graphics Processing Unit (GPU)
CVE-2019-3398,8.8,0.93863,0.99859,"Atlassian Confluence Server and Data Center contain a path traversal vulnerability in the downloadallattachments resource that may allow a privileged, remote attacker to write files. Exploitation can lead to remote code execution.",Atlassian,Confluence Server and Data Center
CVE-2021-26084,9.8,0.9444,0.99988,Atlassian Confluence Server and Data Server contain an Object-Graph Navigation Language (OGNL) injection vulnerability that may allow an unauthenticated attacker to execute code.,Atlassian,Confluence Server and Data Center
CVE-2019-11580,9.8,0.94386,0.99968,Atlassian Crowd and Crowd Data Center contain a remote code execution vulnerability resulting from a pdkinstall development plugin being incorrectly enabled in release builds.,Atlassian,Crowd and Crowd Data Center
CVE-2019-3396,9.8,0.94471,0.99997,Atlassian Confluence Server and Data Center contain a server-side template injection vulnerability that may allow an attacker to achieve path traversal and remote code execution.,Atlassian,Confluence Server and Data Server
CVE-2021-42258,9.8,0.93664,0.99832,"BQE BillQuick Web Suite contains an SQL injection vulnerability when accessing the username parameter that may allow for unauthenticated, remote code execution.",BQE,BillQuick Web Suite
CVE-2020-3452,7.5,0.94452,0.99991,Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain an improper input validation vulnerability when HTTP requests process URLs.  An attacker could exploit this vulnerability by sending a crafted HTTP request containing directory traversal character sequences to an affected device. A successful exploit could allow the attacker to view arbitrary files within the web services file system on the targeted device.,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD)
CVE-2020-3580,6.1,0.925,0.9972,Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain an insufficient input validation vulnerability for user-supplied input by the web services interface.  Successful exploitation could allow an attacker to perform cross-site scripting (XSS) in the context of the interface or access sensitive browser-based information.,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD)
CVE-2021-1497,9.8,0.94396,0.99971,Cisco HyperFlex HX Installer Virtual Machine contains an insufficient input validation vulnerability which could allow an attacker to execute commands on an affected device as the root user.,Cisco,HyperFlex HX
CVE-2021-1498,9.8,0.94012,0.99886,Cisco HyperFlex HX Installer Virtual Machine contains an insufficient input validation vulnerability which could allow an attacker to execute commands on an affected device as the tomcat8 user.,Cisco,HyperFlex HX
CVE-2018-0171,9.8,0.93123,0.99777,"Cisco IOS and IOS XE Software improperly validates packet data, allowing an unauthenticated, remote attacker to trigger a reload of an affected device, cause a denial-of-service (DoS) condition, or perform code execution on the affected device.",Cisco,IOS and IOS XE
CVE-2020-3118,8.8,0.00294,0.52356,"Cisco IOS XR improperly validates string input from certain fields in Cisco Discovery Protocol messages. Exploitation could allow an unauthenticated, adjacent attacker to execute code with administrative privileges or cause a reload on an affected device.",Cisco,IOS XR
CVE-2020-3566,8.6,0.07174,0.91304,"Cisco IOS XR Distance Vector Multicast Routing Protocol (DVMRP) incorrectly handles Internet Group Management Protocol (IGMP) packets. Exploitation could allow an unauthenticated, remote attacker to immediately crash the IGMP process or make it consume available memory and eventually crash.",Cisco,IOS XR
CVE-2020-3569,8.6,0.16091,0.94572,"Cisco IOS XR Distance Vector Multicast Routing Protocol (DVMRP) incorrectly handles Internet Group Management Protocol (IGMP) packets. Exploitation could allow an unauthenticated, remote attacker to immediately crash the IGMP process or make it consume available memory and eventually crash.",Cisco,IOS XR
CVE-2020-3161,9.8,0.83148,0.99234,Cisco IP Phones contain an improper input validation vulnerability for HTTP requests. Exploitation could allow an attacker to execute code remotely with root privileges or cause a denial-of-service (DoS) condition.,Cisco,Cisco IP Phones
CVE-2019-1653,7.5,0.94378,0.99963,Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers contain improper access controls for URLs. Exploitation could allow an attacker to download the router configuration or detailed diagnostic information.,Cisco,Small Business RV320 and RV325 Routers
CVE-2018-0296,7.5,0.94404,0.99973,Cisco Adaptive Security Appliance (ASA) contains an improper input validation vulnerability with HTTP URLs. Exploitation could allow an attacker to cause a denial-of-service (DoS) condition or information disclosure.,Cisco,Adaptive Security Appliance (ASA)
CVE-2019-13608,7.5,0.28877,0.96399,Citrix StoreFront Server contains an XML External Entity (XXE) processing vulnerability that may allow an unauthenticated attacker to retrieve potentially sensitive information.,Citrix,StoreFront Server
CVE-2020-8193,6.5,0.94177,0.99913,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an authorization bypass vulnerability that may allow unauthenticated access to certain URL endpoints. The attacker must have access to the NetScaler IP (NSIP) in order to perform exploitation.",Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance"
CVE-2020-8195,6.5,0.70871,0.98648,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an information disclosure vulnerability.",Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance"
CVE-2020-8196,4.3,0.70664,0.98642,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an information disclosure vulnerability.",Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance"
CVE-2019-19781,9.8,0.94442,0.99989,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an unspecified vulnerability that could allow an unauthenticated attacker to perform code execution.",Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance"
CVE-2019-11634,9.8,0.52839,0.97846,Citrix Workspace Application and Receiver for Windows contains remote code execution vulnerability resulting from local drive access preferences not being enforced into the clients' local drives.,Citrix,Workspace Application and Receiver for Windows
CVE-2020-29557,9.8,0.89773,0.99541,D-Link DIR-825 R1 devices contain a buffer overflow vulnerability in the web interface that may allow for remote code execution.,D-Link,DIR-825 R1 Devices
CVE-2020-25506,9.8,0.9384,0.99854,D-Link DNS-320 device contains a command injection vulnerability in the sytem_mgr.cgi component that may allow for remote code execution.,D-Link,DNS-320 Device
CVE-2018-15811,7.5,0.91142,0.99622,DotNetNuke (DNN) contains an inadequate encryption strength vulnerability resulting from the use of a weak encryption algorithm to protect input parameters.,DotNetNuke (DNN),DotNetNuke (DNN)
CVE-2018-18325,7.5,0.91084,0.99618,DotNetNuke (DNN) contains an inadequate encryption strength vulnerability resulting from the use of a weak encryption algorithm to protect input parameters. This CVE ID resolves an incomplete patch for CVE-2018-15811.,DotNetNuke (DNN),DotNetNuke (DNN)
CVE-2017-9822,8.8,0.94293,0.99937,DotNetNuke (DNN) contains a vulnerability that may allow for remote code execution via cookie deserialization.,DotNetNuke (DNN),DotNetNuke (DNN)
CVE-2019-15752,7.8,0.44567,0.97448,Docker Desktop Community Edition contains a vulnerability that may allow local users to escalate privileges by placing a trojan horse docker-credential-wincred.exe file in %PROGRAMDATA%\DockerDesktop\version-bin\.,Docker,Desktop Community Edition
CVE-2020-8515,9.8,0.94357,0.99958,"DrayTek Vigor3900, Vigor2960, and Vigor300B routers contain an unspecified vulnerability that allows for remote code execution.",DrayTek,Multiple Vigor Routers
CVE-2018-7600,9.8,0.94489,0.99999,"Drupal Core contains a remote code execution vulnerability that could allow an attacker to exploit multiple attack vectors on a Drupal site, resulting in complete site compromise.",Drupal,Drupal Core
CVE-2021-22205,10.0,0.94467,0.99996,"GitHub Community and Enterprise Editions that utilize the ability to upload images through GitLab Workhorse are vulnerable to remote code execution. Workhorse passes image file extensions through ExifTool, which improperly validates the image files.",GitLab,Community and Enterprise Editions
CVE-2018-6789,9.8,0.86439,0.99384,Exim contains a buffer overflow vulnerability in the base64d function part of the SMTP listener that may allow for remote code execution.,Exim,Exim
CVE-2020-8657,9.8,0.86393,0.99381,"EyesOfNetwork contains a use of hard-coded credentials vulnerability, as it uses the same API key by default. Exploitation allows an attacker to calculate or guess the admin access token.",EyesOfNetwork,EyesOfNetwork
CVE-2020-8655,7.8,0.81328,0.99132,EyesOfNetwork contains an improper privilege management vulnerability that may allow a user to run commands as root via a crafted Nmap Scripting Engine (NSE) script to nmap7.,EyesOfNetwork,EyesOfNetwork
CVE-2020-5902,9.8,0.94426,0.99981,F5 BIG-IP Traffic Management User Interface (TMUI) contains a remote code execution vulnerability in undisclosed pages.,F5,BIG-IP
CVE-2021-22986,9.8,0.94485,0.99998,"F5 BIG-IP and BIG-IQ Centralized Management contain a remote code execution vulnerability in the iControl REST interface that allows unauthenticated attackers with network access to execute system commands, create or delete files, and disable services.",F5,BIG-IP and BIG-IQ Centralized Management
CVE-2021-35464,9.8,0.94386,0.99967,"ForgeRock Access Management (AM) Core Server allows an attacker who sends a specially crafted HTTP request to one of three endpoints (/ccversion/Version, /ccversion/Masthead, or /ccversion/ButtonFrame) to execute code in the context of the current user (unless ForgeRock AM is running as root user, which the vendor does not recommend).",ForgeRock,Access Management (AM)
CVE-2019-5591,6.5,0.49178,0.97675,Fortinet FortiOS contains a default configuration vulnerability that may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the Lightweight Directory Access Protocol (LDAP) server.,Fortinet,FortiOS
CVE-2020-12812,9.8,0.46006,0.97521,Fortinet FortiOS SSL VPN contains an improper authentication vulnerability that may allow a user to login successfully without being prompted for the second factor of authentication (FortiToken) if they change the case in their username.,Fortinet,FortiOS
CVE-2018-13379,9.1,0.94475,0.99998,Fortinet FortiOS SSL VPN web portal contains a path traversal vulnerability that may allow an unauthenticated attacker to download FortiOS system files through specially crafted HTTP resource requests.,Fortinet,FortiOS
CVE-2020-16010,9.6,0.26319,0.9614,"Google Chrome for Android UI contains a heap buffer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.",Google,Chrome for Android UI
